"Probe_ID","logFC","AveExpr","t","P.Value","adj.P.Val","B","chr","pos","strand","UCSC_RefGene_Name","UCSC_RefGene_Group","Relation_to_Island","chr_numeric","pos_mbp"
"cg19110795",-0.493857496616495,-1.84164600024845,-11.3516715545883,4.29921910527657e-23,1.70663007995079e-18,41.7763087670899,"chr3",196159589,"-","UBXN7","TSS1500","Island",3,196.159589
"cg17855823",-0.57692057374617,2.61634276960122,-11.3261541404451,5.11278509268913e-23,1.95862098866438e-18,41.6068650029198,"chr6",89572705,"-","RNGTT","Body","OpenSea",6,89.572705
"cg10493270",-0.774622038325813,-0.828002486915423,-11.3203812857851,5.31718109018322e-23,2.00882614746005e-18,41.5685405728245,"chr11",120251845,"+","ARHGEF12","Body","OpenSea",11,120.251845
"cg23493260",-0.629588802592871,1.19893212010667,-11.3208963335534,5.298618586395e-23,2.00882614746005e-18,41.5719596982717,"chr11",23674834,"-","","","OpenSea",11,23.674834
"cg12168112",-0.438223730624618,1.38271134375149,-11.3146776702838,5.52713005697394e-23,2.0222189336275e-18,41.5306791478841,"chr8",83353898,"+","","","OpenSea",8,83.353898
"cg20259981",-0.659631202983289,-0.120709700760759,-11.2910216170405,6.48990322095898e-23,2.29369372086963e-18,41.3736825761411,"chr8",53301664,"-","ST18","5'UTR","OpenSea",8,53.301664
"cg02319016",-0.705803528107499,0.826980928403453,-11.2883516170408,6.60857477582147e-23,2.32066318863232e-18,41.3559664013921,"chr3",196469777,"+","PAK2","5'UTR","S_Shelf",3,196.469777
"cg12474590",-1.18489441056394,0.356509043980271,-11.2773479480735,7.120928709636e-23,2.48465382327261e-18,41.2829619149489,"chr3",172992693,"+","","","OpenSea",3,172.992693
"cg23144994",-0.469896957433139,0.339093526135188,-11.2656326528303,7.71003701652255e-23,2.63976571376346e-18,41.2052500450437,"chr7",141431499,"+","FLJ40852","Body","OpenSea",7,141.431499
"cg26347887",-0.557553537101293,-2.06970284029649,-11.2494228273658,8.60615214565753e-23,2.823068731265e-18,41.0977481877784,"chr2",88927196,"+","EIF2AK3","TSS200","Island",2,88.927196
"cg01911400",-0.423146763574868,0.915336049608297,-11.2252094601909,1.01418207855853e-22,3.19297550578559e-18,40.9372198437525,"chr13",57861054,"-","","","OpenSea",13,57.861054
"cg11657535",-0.928447068012852,-0.575179431148898,-11.2153470736075,1.08430634568119e-22,3.39424239817584e-18,40.8718528567891,"chr2",231925683,"+","PSMD1","Body","S_Shelf",2,231.925683
"cg17284865",-0.903668341839582,-3.05824666633276,-11.2110176523557,1.11659803133639e-22,3.47546639277533e-18,40.8431611815488,"chr1",155197511,"+","GBAP1","TSS200","Island",1,155.197511
"cg26389381",-0.537377558671629,1.41177521922593,-11.208365884901,1.1368485855947e-22,3.49873884478462e-18,40.8255885568356,"chr13",78108474,"+","SCEL;SCEL;SCEL","TSS1500;TSS1500;TSS1500","OpenSea",13,78.108474
"cg03176543",-0.458505367856631,2.39981101769486,-11.1987167869508,1.21367642725025e-22,3.673273327684e-18,40.7616527772585,"chr2",87169392,"-","RGPD1;RGPD2","Body;Body","Island",2,87.169392
"cg01381374",-0.660057076950806,-0.280448066944867,-11.1958971543016,1.23708948132028e-22,3.70321500752606e-18,40.7429715628881,"chr7",93474158,"-","","","OpenSea",7,93.474158
"cg04285378",-0.516544655293228,-1.62773727560902,-11.1812092590145,1.36653697833825e-22,3.99680852798521e-18,40.6456724033843,"chr6",33168180,"+","SLC39A7;SLC39A7;RXRB","TSS1500;TSS1500;1stExon","Island",6,33.16818
"cg12480580",-0.708641083592183,1.24968485309212,-11.1814169022992,1.36461598887357e-22,3.99680852798521e-18,40.6470477592664,"chr4",128461763,"-","","","OpenSea",4,128.461763
"cg00061764",-1.04344354394318,1.117149139835,-11.143558396499,1.76345042416954e-22,4.92874201873564e-18,40.3963656800101,"chr3",67564432,"+","SUCLG2","Body","OpenSea",3,67.564432
"cg08455111",-0.427288370938122,3.26678325523635,-11.139923034532,1.8073910977079e-22,5.00052786720563e-18,40.3723023964828,"chr16",30750482,"-","SRCAP","Body","OpenSea",16,30.750482
"cg13480157",-0.860824291582205,1.17137317182966,-11.1403351242696,1.80235578211658e-22,5.00052786720563e-18,40.3750300366956,"chr3",169780315,"+","GPR160","5'UTR","OpenSea",3,169.780315
"cg04801647",-0.782778733857844,1.57100078022124,-11.1243927358163,2.00774079688994e-22,5.36516009964561e-18,40.2695206927883,"chr16",3969181,"+","","","OpenSea",16,3.969181
"cg08665930",-0.504513474691127,1.34342999868042,-11.1190747487764,2.08131826733754e-22,5.48155863860733e-18,40.2343318127693,"chr22",39418130,"+","APOBEC3D","Body","OpenSea",22,39.41813
"cg04069948",-0.410108406012449,1.47627585020558,-11.1176071108683,2.10209329167e-22,5.50978437956245e-18,40.2246210878121,"chr4",116599778,"+","","","OpenSea",4,116.599778
"cg18248184",-1.09015611959623,1.82036537855536,-11.1161605134674,2.12277287628078e-22,5.53749233866454e-18,40.2150498199149,"chr5",180113357,"-","","","OpenSea",5,180.113357
"cg10318313",-1.06543979871931,-0.121726815016643,-11.106408064884,2.26758277598685e-22,5.8046799533879e-18,40.1505299744646,"chr11",3014937,"-","NAP1L4","TSS1500","S_Shore",11,3.014937
"cg14256983",-0.717244955303939,0.449250183543197,-11.090316314086,2.52837500917793e-22,6.41234146785379e-18,40.0440947928546,"chr9",98639872,"+","C9orf102","Body","S_Shore",9,98.639872
"cg26627956",-0.708115356356343,2.5382676769898,-11.0820823759917,2.67317897353022e-22,6.69889334881853e-18,39.9896449126541,"chr2",202004766,"-","CFLAR;CFLAR;CFLAR","Body;Body;Body","OpenSea",2,202.004766
"cg02512395",-0.481304078017213,2.18981919998245,-11.0714704153482,2.87206759276727e-22,7.08713304044745e-18,39.9194811641785,"chr3",125567258,"+","","","OpenSea",3,125.567258
"cg07746699",-0.821793000175904,-2.22662999701982,-11.0703019490814,2.89484960688877e-22,7.11131712954877e-18,39.9117563498816,"chr16",1662305,"-","IFT140","TSS200","Island",16,1.662305
"cg21759331",-0.647094871543008,0.5821438238209,-11.0480958307745,3.36374854165382e-22,8.15349833107695e-18,39.7649806647791,"chr2",209352598,"-","PTH2R","Body","OpenSea",2,209.352598
"cg03217360",-1.08460393720858,1.21570432884855,-11.0458592482677,3.41498443797325e-22,8.18526142485899e-18,39.7502007675659,"chr14",101438430,"+","SNORD114-15;SNORD114-14","TSS1500;TSS200","OpenSea",14,101.43843
"cg21366673",-0.505590095275149,0.154462914063028,-11.0410876341439,3.52690952909518e-22,8.36394643609455e-18,39.7186707341505,"chr6",30459512,"-","HLA-E","Body","S_Shore",6,30.459512
"cg06848247",-0.589445922619693,0.292212223707616,-11.0320696471882,3.74852600878596e-22,8.77553442843918e-18,39.6590887858545,"chr2",6635800,"+","","","N_Shore",2,6.6358
"cg02329358",-1.11618104305934,-0.45293473178825,-11.0238239400764,3.96329548627431e-22,9.23884101525702e-18,39.6046178161544,"chr7",142894595,"+","","","OpenSea",7,142.894595
"cg04835925",-0.602914038671979,0.519389753994453,-11.021706138463,4.02040934337368e-22,9.33226739329451e-18,39.5906289802055,"chr5",157107153,"-","C5orf52","3'UTR","OpenSea",5,157.107153
"cg23369647",-0.73979584197456,1.04519249769859,-11.0156200307965,4.18915210066285e-22,9.68292763992329e-18,39.5504310713117,"chr6",108077907,"+","SCML4","Body","OpenSea",6,108.077907
"cg14502625",-1.3325065776139,-1.36784107656895,-11.0121812049129,4.28760061667392e-22,9.86884370384712e-18,39.5277200722991,"chr5",33162283,"-","","","OpenSea",5,33.162283
"cg08697251",-0.469071163625384,1.10330695407533,-10.9980992450442,4.71540245205235e-22,1.07630764874833e-17,39.4347336862094,"chr5",1489875,"-","LPCAT1","Body","Island",5,1.489875
"cg18051361",-0.401257681050354,1.64835123373249,-10.9872167296906,5.07494614587699e-22,1.13956387810781e-17,39.3628904944522,"chr4",123542066,"+","IL21","1stExon","OpenSea",4,123.542066
"cg24048921",-0.550261879899006,0.645999519022237,-10.9875523795181,5.06345844464822e-22,1.13956387810781e-17,39.3651061403459,"chr22",41074275,"-","MCHR1","TSS1500","OpenSea",22,41.074275
"cg13151361",-0.777274265201689,-0.0316749444711232,-10.9677724532988,5.78675653941947e-22,1.2529784257887e-17,39.2345612145196,"chr2",179298300,"+","PRKRA;MIR548N;PRKRA;PRKRA","Body;Body;Body;Body","OpenSea",2,179.2983
"cg10919889",-0.963506612428512,0.595150813339459,-10.96353862612,5.9544898904942e-22,1.28422094551634e-17,39.2066247799013,"chr2",50884252,"-","NRXN1;NRXN1","Body;Body","OpenSea",2,50.884252
"cg20460388",-0.581877404056548,-0.300218826875743,-10.9608457527683,6.06368824297556e-22,1.29723132882176e-17,39.1888573122911,"chr12",44182236,"-","IRAK4;IRAK4;IRAK4;IRAK4;IRAK4","3'UTR;3'UTR;3'UTR;3'UTR;3'UTR","OpenSea",12,44.182236
"cg27342559",-0.745271248807741,0.476271742445742,-10.9613738474494,6.04211727242522e-22,1.29723132882176e-17,39.192341588367,"chr7",136849143,"+","","","Island",7,136.849143
"cg14647620",-0.458264930046417,1.98636385341588,-10.9563850095857,6.24898642605813e-22,1.32171774431632e-17,39.159427493203,"chr9",100462742,"-","","","S_Shelf",9,100.462742
"cg08259526",-0.555400366586788,0.273107298559573,-10.9426391432572,6.85624781995805e-22,1.43355420448824e-17,39.0687545278446,"chr1",39570323,"+","MACF1","Body","N_Shore",1,39.570323
"cg10655371",-0.779423358134585,-0.00303040968813464,-10.9395227881273,7.00190672820475e-22,1.45291864731293e-17,39.048201148883,"chr7",91749682,"-","CYP51A1;CYP51A1","Body;Body","OpenSea",7,91.749682
"cg10311417",-0.816099834881481,0.642065031262121,-10.938391754381,7.05553117835995e-22,1.45303803298975e-17,39.0407419135224,"chr13",34411638,"+","RFC3;RFC3","Body;3'UTR","OpenSea",13,34.411638
"cg21343895",-0.625799770457509,0.99178400241168,-10.9330514813142,7.31430775270379e-22,1.4965159279468e-17,39.005524663178,"chr12",7456343,"+","ACSM4","TSS1500","OpenSea",12,7.456343
"cg07872276",-0.439244792865246,2.48435352687894,-10.9244904320559,7.74904528362118e-22,1.57806476172218e-17,38.9490750039371,"chr10",82075236,"-","","","OpenSea",10,82.075236
"cg24377604",-0.563117055096261,1.2014695632456,-10.9231139708502,7.82130849842022e-22,1.58688171288653e-17,38.9399997877004,"chr4",57181042,"-","KIAA1211","Body","Island",4,57.181042
"cg26441221",-0.587999425175043,0.931664978239644,-10.9053391138509,8.81712040698304e-22,1.75003442911724e-17,38.8228290658068,"chr8",18985280,"+","","","OpenSea",8,18.98528
"cg02711724",-1.20424411667557,-1.05921219769175,-10.881503347511,1.03536463637633e-21,2.00682341303166e-17,38.6657685717213,"chr8",130877076,"-","FAM49B","Body","OpenSea",8,130.877076
"cg17258537",-0.420599745784419,0.623313416065832,-10.8714351235014,1.10803374616987e-21,2.12979121207546e-17,38.5994482350481,"chr5",179401804,"-","RNF130","Body","OpenSea",5,179.401804
"cg21571602",-1.15845385846189,0.25204085160155,-10.8704671224023,1.11528293281919e-21,2.13622959005491e-17,38.5930726131552,"chr2",113035598,"-","ZC3H6","Body","S_Shelf",2,113.035598
"cg07222421",-0.587656204780172,0.823778635141548,-10.8606785238648,1.19129799975537e-21,2.24262328403741e-17,38.5286080412937,"chr1",155718648,"-","MSTO2P","Body","S_Shelf",1,155.718648
"cg04202140",-1.02167214935937,1.39319772629026,-10.8503151980613,1.27741215405494e-21,2.36411302768533e-17,38.460372125127,"chr5",370352,"+","AHRR","Body","Island",5,0.370352
"cg27172893",-0.552562253118381,-1.72068409771509,-10.8505043608137,1.27578601406284e-21,2.36411302768533e-17,38.4616175156959,"chr6",30882255,"-","VARS2;VARS2;VARS2","5'UTR;5'UTR;Body","Island",6,30.882255
"cg23208271",-1.17701147774831,1.54236680109395,-10.8461113272027,1.31408889100339e-21,2.39370411117717e-17,38.4326963176597,"chr7",37148793,"+","ELMO1","Body","OpenSea",7,37.148793
"cg07314391",-0.505066768846894,-1.64412163738045,-10.8435920686962,1.33656939441907e-21,2.4164498531366e-17,38.4161121173212,"chr1",150602100,"-","ENSA;ENSA;ENSA;ENSA;ENSA;ENSA;ENSA;ENSA","TSS200;TSS1500;TSS200;TSS1500;TSS200;TSS200;TSS1500;TSS200","Island",1,150.6021
"cg19707735",-0.686394946708044,0.642533927670481,-10.8425441618213,1.34603289381595e-21,2.42099664571744e-17,38.4092140248212,"chr1",158969712,"+","","","OpenSea",1,158.969712
"cg03382715",-0.61347409992425,1.34863563452167,-10.8332253779502,1.43318319897505e-21,2.54905904385642e-17,38.347877313617,"chr7",144535254,"-","","","S_Shelf",7,144.535254
"cg13498650",-0.876209545801693,1.39671043091539,-10.8306666937812,1.45808163889026e-21,2.57661215103891e-17,38.3310379308921,"chr3",146129360,"+","","","OpenSea",3,146.12936
"cg06973652",-1.04305917765121,1.17174128543309,-10.8280877408091,1.48361372030025e-21,2.60492455911014e-17,38.3140660308785,"chr17",41278622,"-","BRCA1;NBR2;BRCA1;BRCA1;BRCA1;BRCA1","TSS1500;Body;TSS1500;TSS1500;TSS1500;TSS1500","S_Shore",17,41.278622
"cg02463137",-0.514217985125013,1.37204229435955,-10.808102547311,1.69718784654705e-21,2.91971660751303e-17,38.18257491447,"chr10",125778039,"-","CHST15","Body","OpenSea",10,125.778039
"cg06708122",-0.585239930440039,-0.144149117491352,-10.8016671337492,1.77228333296317e-21,3.01663393984938e-17,38.1402449367161,"chr5",64969231,"-","SGTB","Body","OpenSea",5,64.969231
"cg04252939",-0.660545006480831,0.451289330573641,-10.8007585327197,1.78314943956233e-21,3.01674500376776e-17,38.1342689134593,"chr12",69206578,"-","MDM2;MDM2;MDM2;MDM2;MDM2;MDM2;MDM2;MDM2","Body;Body;Body;Body;Body;Body;Body;Body","S_Shelf",12,69.206578
"cg07993112",-0.872563870196505,1.30013059907893,-10.8006671552588,1.78424590646645e-21,3.01674500376776e-17,38.1336679145187,"chr2",44363533,"-","","","OpenSea",2,44.363533
"cg22699314",-1.03098894087624,1.01940227356174,-10.7931959360333,1.87620757409506e-21,3.13150939646456e-17,38.0845327381378,"chr2",61847725,"-","","","OpenSea",2,61.847725
"cg10300729",-0.897241842067823,-0.371513780764716,-10.7918338902972,1.8934749474644e-21,3.14321817319751e-17,38.0755759263606,"chr10",65284527,"+","REEP3","Body","S_Shelf",10,65.284527
"cg18912574",-0.662551791356931,1.39070536818793,-10.7896026465553,1.92210461678861e-21,3.15253167155195e-17,38.0609038099824,"chr7",65842487,"-","NCRNA00174","Body","S_Shore",7,65.842487
"cg22461434",-0.523058378327054,0.748609442817009,-10.7903814287539,1.9120631614698e-21,3.15253167155195e-17,38.0660248160383,"chr19",41640676,"-","","","Island",19,41.640676
"cg20990694",-1.03855068775133,0.928754778198269,-10.7848484272266,1.98455480840558e-21,3.23558432993427e-17,38.0296434628947,"chr7",150417431,"+","GIMAP1","Body","Island",7,150.417431
"cg08413402",-0.699801279998856,-1.2441348289712,-10.7811328771565,2.03476612752397e-21,3.29781813882428e-17,38.0052147916277,"chr5",32313017,"+","MTMR12;MTMR12","5'UTR;1stExon","Island",5,32.313017
"cg26714514",-0.758274980791119,0.682537187931143,-10.7767668483674,2.09538868014135e-21,3.37609438525947e-17,37.9765118026023,"chr8",81889651,"-","PAG1","Body","OpenSea",8,81.889651
"cg00969680",-0.817229762918507,1.00013384866919,-10.7730648321847,2.1481998391789e-21,3.43538443213943e-17,37.9521761702799,"chr1",113466087,"+","AFARP1;SLC16A1;SLC16A1","Body;Body;Body","OpenSea",1,113.466087
"cg08619893",-0.419819325894109,0.377424858888971,-10.7728710333871,2.15100074101517e-21,3.43538443213943e-17,37.9509022627846,"chr12",104319379,"-","LOC253724","Body","N_Shelf",12,104.319379
"cg25618672",-0.441513495049332,2.71047052928467,-10.7704038920075,2.18697722390322e-21,3.4732641179406e-17,37.9346853238447,"chr7",65939712,"+","","","Island",7,65.939712
"cg04343509",-0.669477665015426,1.83836710665649,-10.7592992580867,2.35647952023331e-21,3.70948252146427e-17,37.8617029649,"chr11",68135744,"-","LRP5","Body","OpenSea",11,68.135744
"cg01123250",-1.14445467818597,0.234707755633114,-10.7586168023934,2.3673137555459e-21,3.71585961470603e-17,37.857218250017,"chr2",210673545,"+","UNC80;UNC80","Body;Body","Island",2,210.673545
"cg18802268",-0.764089029098262,0.659347128256651,-10.7487697269205,2.52928179547079e-21,3.94747151695624e-17,37.7925159253672,"chr12",18735475,"-","PIK3C2G","Body","OpenSea",12,18.735475
"cg04947533",-0.54309931153203,0.62472191423843,-10.7466855668511,2.56495445953818e-21,3.99177357157573e-17,37.7788232138649,"chr14",69604488,"-","DCAF5","Body","OpenSea",14,69.604488
"cg14220634",-0.657654136679904,0.246607080205737,-10.7401279043343,2.68050058300544e-21,4.13634215687297e-17,37.7357439720876,"chr9",97020667,"-","ZNF169","TSS1500","N_Shore",9,97.020667
"cg03083562",-0.602096353788871,0.44808536567375,-10.7382888247284,2.71382692772589e-21,4.17600541108565e-17,37.7236635761411,"chr8",126007153,"-","","","N_Shelf",8,126.007153
"cg21961890",-0.618807883666099,2.50795722472782,-10.7366158815796,2.74450130059663e-21,4.19961344643827e-17,37.7126748902994,"chr7",12510665,"-","","","OpenSea",7,12.510665
"cg19517410",-0.631085533355313,0.905824829619991,-10.7266000059473,2.93551339917988e-21,4.4545698004385e-17,37.6468939754624,"chr3",156977642,"-","VEPH1;VEPH1;VEPH1","3'UTR;3'UTR;3'UTR","OpenSea",3,156.977642
"cg03548386",-0.42008102435832,1.73767647850166,-10.7184741641487,3.10017445624487e-21,4.6528834329363e-17,37.59353642258,"chr11",63374186,"-","PLA2G16;PLA2G16","Body;Body","OpenSea",11,63.374186
"cg00042325",-0.456737919112756,1.26133986473411,-10.7140911803992,3.19278051922953e-21,4.7528066778253e-17,37.5647598111533,"chr7",150104655,"+","LOC728743","Body","N_Shore",7,150.104655
"cg14509631",-0.553296987595112,0.180925725615735,-10.7141891013946,3.19068177875023e-21,4.7528066778253e-17,37.5654026850452,"chr5",52694172,"-","","","OpenSea",5,52.694172
"cg24970879",-0.938466804669951,0.963503432539094,-10.7130951371008,3.21420706176794e-21,4.77173578119614e-17,37.5582206337127,"chr7",38030068,"+","","","OpenSea",7,38.030068
"cg01919034",-0.569578641099216,0.29139692265149,-10.712163676649,3.23437399844303e-21,4.78869763801979e-17,37.5521055782952,"chr15",69741819,"+","","","N_Shelf",15,69.741819
"cg13852536",-0.561860919853595,1.70066562234504,-10.7007656339261,3.49160909058683e-21,5.10062330769109e-17,37.4772870727085,"chr9",32567045,"+","NDUFB6;NDUFB6","Body;Body","S_Shore",9,32.567045
